,idade,data,estado,salario,nivel_educacao,numero_filhos,estado_civil,area_atuacao
8344,26,1998-01-23,Santa Catarina,8595.84,Ensino Médio,1,Solteiro,Tecnologia
8345,37,1986-04-21,Rondônia,11897.12,Ensino Superior,2,Casado,Indústria
8346,41,1983-01-16,Rio Grande do Sul,7712.98,Ensino Médio,2,Casado,Saúde
8347,47,1977-01-09,Rio Grande do Norte,6616.2,Ensino Médio,4,Viúvo,Tecnologia
8349,38,1985-07-15,Mato Grosso,3005.83,Ensino Fundamental,0,Casado,Indústria
8350,19,2004-06-02,Amapá,3186.52,Ensino Médio,0,Viúvo,Tecnologia
8351,23,2000-04-21,São Paulo,6346.8,Ensino Superior,0,Casado,Comércio
8352,42,1981-06-14,Paraná,16715.41,Ensino Superior,0,Casado,Saúde
8353,38,1985-12-07,Espírito Santo,7937.1,Ensino Superior,1,Casado,Comércio
8354,49,1975-01-13,Mato Grosso do Sul,3722.15,Ensino Médio,1,Casado,Tecnologia
8355,25,1999-02-04,São Paulo,5469.3,Ensino Médio,0,Casado,Tecnologia
8356,33,1990-11-16,Tocantins,4024.31,Ensino Médio,1,Casado,Educação
8357,56,1967-06-13,Espírito Santo,4715.92,Ensino Fundamental,4,Casado,Indústria
8358,61,1962-07-01,Amapá,4415.95,Ensino Médio,0,Casado,Educação
8359,81,1942-07-31,Paraná,22180.73,Pós-graduação,2,Divorciado,Tecnologia
8360,20,2004-01-07,Tocantins,3191.5,Ensino Médio,0,Casado,Indústria
8361,38,1986-04-09,Amapá,9848.88,Ensino Superior,0,Solteiro,Educação
8362,57,1966-11-19,Amapá,2596.1,Ensino Fundamental,1,Solteiro,Educação
8363,36,1988-02-09,Tocantins,14444.12,Pós-graduação,1,Casado,Saúde
8364,37,1986-05-23,Pernambuco,11389.68,Ensino Médio,1,Casado,Tecnologia
8365,34,1990-01-10,Minas Gerais,6738.42,Ensino Superior,0,Casado,Educação
8367,46,1977-09-10,Tocantins,4324.49,Ensino Fundamental,5,Divorciado,Tecnologia
8368,19,2004-08-27,Rio Grande do Norte,5076.38,Ensino Médio,0,Casado,Comércio
8369,22,2001-05-05,Rio Grande do Norte,3587.35,Ensino Médio,2,Solteiro,Comércio
8370,26,1997-07-16,Rio de Janeiro,3371.32,Ensino Fundamental,2,Casado,Educação
8371,49,1974-09-20,Paraíba,7901.79,Ensino Médio,1,Divorciado,Indústria
8372,27,1996-06-30,Roraima,6935.94,Ensino Superior,0,Casado,Comércio
8373,36,1987-09-21,Amapá,11689.56,Ensino Superior,0,Casado,Tecnologia
8374,29,1994-08-24,Sergipe,6237.96,Ensino Médio,1,Casado,Tecnologia
8375,40,1983-10-24,Piauí,2952.62,Ensino Médio,2,Casado,Indústria
8376,56,1968-03-16,Roraima,11895.41,Ensino Superior,0,Solteiro,Indústria
8377,57,1966-09-18,Distrito Federal,5496.38,Ensino Médio,1,Divorciado,Indústria
8378,48,1975-05-11,Mato Grosso do Sul,4722.41,Ensino Fundamental,0,Solteiro,Educação
8379,22,2002-03-13,Santa Catarina,3968.24,Ensino Fundamental,0,Divorciado,Comércio
8380,29,1994-10-20,Goiás,6264.79,Ensino Médio,2,Solteiro,Educação
8382,59,1964-10-12,Alagoas,10153.45,Ensino Médio,0,Casado,Saúde
8383,41,1982-06-05,Piauí,5330.3,Ensino Fundamental,1,Casado,Indústria
8384,49,1974-11-21,Mato Grosso do Sul,9003.25,Ensino Médio,3,Casado,Indústria
8386,38,1985-05-19,Rondônia,4277.52,Ensino Fundamental,2,Solteiro,Tecnologia
8388,36,1987-08-10,Piauí,12127.98,Ensino Superior,0,Solteiro,Comércio
8389,21,2002-07-08,Maranhão,8852.18,Ensino Superior,0,Casado,Saúde
8390,18,2005-08-07,Rondônia,5639.4,Ensino Médio,1,Casado,Saúde
8391,23,2000-07-19,Rio de Janeiro,8101.09,Ensino Médio,0,Casado,Tecnologia
8392,31,1992-08-11,Maranhão,9087.86,Ensino Superior,1,Solteiro,Indústria
8393,48,1975-08-10,Piauí,14222.13,Ensino Superior,4,Solteiro,Educação
8394,62,1961-07-13,Distrito Federal,4586.9,Ensino Médio,2,Casado,Comércio
8395,26,1998-01-03,Amapá,8777.06,Ensino Superior,1,Casado,Educação
8396,28,1995-05-09,Minas Gerais,5466.29,Ensino Médio,1,Solteiro,Saúde
8397,19,2005-03-30,Rio Grande do Norte,4969.93,Ensino Superior,2,Casado,Educação
8398,75,1948-11-20,São Paulo,6996.89,Ensino Médio,2,Casado,Indústria
8399,39,1985-02-28,Pernambuco,8155.96,Ensino Superior,1,Casado,Saúde
8400,28,1995-07-22,Ceará,5530.46,Ensino Médio,3,Casado,Saúde
8401,43,1981-01-02,Pernambuco,18487.84,Ensino Superior,0,Casado,Tecnologia
8402,54,1970-01-08,Pernambuco,12138.53,Ensino Superior,1,Casado,Tecnologia
8403,56,1967-06-09,Pará,2800.7,Ensino Médio,0,Viúvo,Comércio
8404,76,1948-01-09,Mato Grosso,1879.4,Ensino Fundamental,2,Casado,Indústria
8405,58,1966-03-11,Paraíba,4097.22,Ensino Fundamental,0,Solteiro,Educação
8406,41,1982-07-18,Rondônia,6165.07,Ensino Médio,0,Casado,Educação
8407,37,1986-04-24,São Paulo,6018.52,Ensino Fundamental,0,Casado,Tecnologia
8408,36,1987-09-02,Mato Grosso,7237.57,Ensino Superior,1,Divorciado,Saúde
8410,50,1973-09-24,Piauí,8054.96,Ensino Médio,0,Casado,Saúde
8411,57,1966-06-18,Piauí,8825.25,Ensino Superior,0,Solteiro,Comércio
8413,64,1959-12-08,Paraná,3920.13,Ensino Médio,0,Casado,Educação
8414,27,1996-09-12,Rio Grande do Norte,5497.18,Ensino Médio,0,Solteiro,Indústria
8415,33,1990-06-07,Acre,10571.98,Ensino Superior,1,Divorciado,Saúde
8416,26,1998-01-16,Sergipe,7387.15,Ensino Médio,1,Casado,Indústria
8417,50,1974-02-14,Rio Grande do Norte,4771.93,Ensino Médio,0,Casado,Tecnologia
8418,29,1994-12-27,Goiás,3746.62,Ensino Superior,0,Solteiro,Educação
8419,51,1972-07-06,Espírito Santo,15811.44,Ensino Superior,3,Solteiro,Tecnologia
8420,23,2000-12-01,Sergipe,2948.33,Ensino Fundamental,1,Solteiro,Educação
8421,45,1978-09-12,Alagoas,6279.2,Ensino Médio,0,Casado,Comércio
8422,20,2003-06-02,Rio Grande do Sul,4320.68,Ensino Médio,1,Viúvo,Saúde
8423,30,1993-10-05,Rio de Janeiro,4446.04,Ensino Médio,0,Solteiro,Educação
8424,45,1978-05-22,Paraíba,11725.55,Ensino Superior,3,Casado,Indústria
8425,39,1984-06-10,Ceará,10892.17,Ensino Superior,1,Divorciado,Indústria
8426,54,1969-11-01,Paraná,8713.92,Ensino Médio,1,Casado,Indústria
8427,39,1984-09-18,Maranhão,8694.48,Ensino Médio,3,Solteiro,Saúde
8429,23,2000-12-06,Distrito Federal,6653.36,Ensino Médio,2,Casado,Comércio
8430,24,2000-03-13,Mato Grosso do Sul,7370.58,Ensino Superior,0,Casado,Educação
8431,21,2002-04-23,Paraíba,7979.9,Ensino Superior,1,Casado,Comércio
8432,23,2000-09-11,Rondônia,6353.06,Ensino Médio,4,Solteiro,Saúde
8433,29,1994-09-20,Mato Grosso do Sul,2304.12,Ensino Fundamental,0,Casado,Saúde
8434,91,1932-04-24,Bahia,5259.76,Ensino Médio,1,Casado,Comércio
8435,81,1943-01-17,Amazonas,2886.24,Ensino Fundamental,0,Casado,Tecnologia
8436,28,1995-09-13,Pará,7713.59,Ensino Médio,3,Casado,Indústria
8437,50,1974-02-12,Paraíba,5904.82,Ensino Médio,2,Casado,Educação
8438,47,1976-07-21,Piauí,2800.37,Ensino Fundamental,0,Casado,Educação
8440,19,2004-11-10,Bahia,5036.11,Ensino Superior,1,Solteiro,Saúde
8443,32,1991-05-23,Rio Grande do Norte,5430.49,Ensino Médio,0,Casado,Tecnologia
8444,50,1974-02-23,Alagoas,10713.08,Pós-graduação,0,Solteiro,Indústria
8445,40,1983-04-26,Maranhão,5130.87,Ensino Médio,0,Casado,Tecnologia
8446,45,1978-07-27,Amapá,3841.63,Ensino Fundamental,1,Casado,Indústria
8447,35,1988-04-24,Paraná,10796.05,Ensino Superior,0,Divorciado,Tecnologia
8448,36,1988-01-17,Santa Catarina,6312.42,Ensino Médio,1,Casado,Educação
8449,48,1976-03-17,Roraima,5659.11,Ensino Médio,2,Casado,Educação
8450,48,1975-05-20,Paraíba,4166.85,Ensino Médio,3,Solteiro,Comércio
8451,19,2004-11-11,Pernambuco,7104.35,Ensino Médio,2,Casado,Saúde
8452,61,1962-04-17,Rio Grande do Norte,6511.85,Ensino Médio,0,Casado,Tecnologia
8453,25,1998-06-08,Rondônia,8249.36,Ensino Superior,0,Casado,Comércio
8454,45,1978-10-25,Acre,5167.23,Ensino Médio,0,Casado,Educação
8455,34,1989-05-12,Rondônia,6541.11,Ensino Médio,0,Casado,Indústria
8456,43,1980-07-20,Goiás,10323.83,Ensino Médio,0,Casado,Tecnologia
8457,48,1975-08-24,Rio de Janeiro,7450.1,Ensino Médio,3,Casado,Indústria
8458,33,1990-05-19,Ceará,10928.8,Ensino Superior,0,Divorciado,Indústria
8460,21,2002-11-12,Pará,3271.45,Ensino Médio,0,Casado,Indústria
8461,22,2001-09-23,Piauí,2839.45,Ensino Médio,1,Casado,Saúde
8462,74,1949-05-31,Rio de Janeiro,12662.16,Pós-graduação,1,Casado,Indústria
8463,76,1947-09-22,Pernambuco,15809.5,Ensino Médio,1,Solteiro,Indústria
8464,74,1950-02-01,Rio de Janeiro,1907.8,Ensino Fundamental,1,Solteiro,Comércio
8465,64,1959-10-13,Mato Grosso,7665.47,Ensino Superior,2,Divorciado,Comércio
8466,52,1971-08-25,Maranhão,4316.25,Ensino Fundamental,1,Casado,Educação
8467,35,1989-01-28,Rondônia,4048.63,Ensino Médio,1,Casado,Comércio
8468,42,1981-07-08,Sergipe,10274.54,Ensino Médio,0,Solteiro,Tecnologia
8469,20,2003-05-26,Sergipe,5069.27,Ensino Médio,0,Solteiro,Educação
8470,42,1981-07-27,Ceará,7548.2,Ensino Superior,3,Casado,Comércio
8471,18,2005-05-15,Sergipe,5513.04,Ensino Superior,0,Solteiro,Indústria
8472,34,1989-11-18,Piauí,6618.47,Ensino Superior,3,Casado,Educação
8473,33,1990-05-15,Pará,5622.78,Ensino Médio,3,Casado,Educação
8474,48,1975-05-25,Goiás,4135.21,Ensino Médio,0,Casado,Indústria
8475,57,1966-08-09,Distrito Federal,2668.32,Ensino Fundamental,3,Casado,Indústria
8477,43,1981-04-01,Bahia,5576.86,Ensino Superior,0,Solteiro,Tecnologia
8479,23,2000-05-23,Santa Catarina,7190.23,Ensino Superior,3,Casado,Comércio
8480,40,1984-03-16,Espírito Santo,5811.46,Ensino Médio,1,Casado,Indústria
8481,32,1992-03-18,Alagoas,2809.03,Ensino Fundamental,0,Casado,Comércio
8482,24,1999-09-02,Distrito Federal,4408.02,Ensino Médio,0,Casado,Comércio
8483,35,1988-07-21,Minas Gerais,8880.12,Ensino Médio,2,Casado,Saúde
8484,19,2004-11-10,Piauí,7062.15,Ensino Superior,1,Casado,Comércio
8485,27,1997-03-16,Piauí,7365.68,Ensino Superior,1,Solteiro,Indústria
8486,29,1995-01-12,Amapá,6783.1,Ensino Médio,1,Divorciado,Indústria
8487,18,2006-02-26,Bahia,3574.49,Ensino Fundamental,1,Divorciado,Tecnologia
8488,42,1981-07-26,Maranhão,13246.54,Ensino Médio,0,Casado,Tecnologia
8489,31,1992-12-10,Sergipe,6570.55,Ensino Médio,0,Solteiro,Tecnologia
8490,28,1996-04-05,Tocantins,11564.83,Pós-graduação,3,Divorciado,Indústria
8491,39,1984-10-14,Amapá,12968.75,Ensino Superior,0,Casado,Saúde
8493,48,1975-06-03,Tocantins,9433.55,Ensino Médio,2,Solteiro,Comércio
8494,23,2000-12-15,Amapá,5329.44,Ensino Superior,1,Casado,Saúde
8497,21,2002-12-24,Mato Grosso,6892.65,Ensino Superior,1,Solteiro,Comércio
8498,28,1995-04-20,Rio Grande do Sul,5757.47,Ensino Médio,1,Casado,Comércio
8499,61,1962-11-23,Mato Grosso do Sul,13940.95,Ensino Superior,0,Casado,Educação
8501,19,2004-09-15,Minas Gerais,3002.5,Ensino Médio,0,Casado,Saúde
8502,36,1988-03-02,Rio de Janeiro,5567.82,Ensino Médio,0,Casado,Educação
8503,22,2001-12-17,Espírito Santo,4624.08,Ensino Médio,0,Solteiro,Educação
8504,24,1999-12-08,Amapá,7637.48,Ensino Superior,1,Viúvo,Saúde
8505,52,1971-10-13,Goiás,5559.47,Ensino Fundamental,0,Solteiro,Educação
8506,53,1970-08-27,Acre,6139.07,Ensino Médio,1,Solteiro,Saúde
8507,33,1990-05-14,Acre,6662.49,Ensino Médio,0,Casado,Comércio
8508,29,1995-03-29,Bahia,4270.04,Ensino Superior,1,Casado,Comércio
8509,63,1961-03-02,Rio de Janeiro,12852.72,Ensino Médio,1,Casado,Educação
8510,37,1986-07-06,Pernambuco,4968.08,Ensino Médio,0,Solteiro,Comércio
8511,19,2004-08-24,Alagoas,11563.36,Ensino Superior,3,Casado,Tecnologia
8512,45,1979-01-07,Mato Grosso do Sul,5558.94,Ensino Fundamental,1,Solteiro,Indústria
8513,50,1973-12-31,Santa Catarina,9169.86,Ensino Médio,2,Casado,Indústria
8514,42,1981-09-25,Paraíba,8328.7,Ensino Superior,2,Divorciado,Indústria
8515,48,1976-04-08,São Paulo,5453.08,Ensino Fundamental,2,Solteiro,Saúde
8516,53,1970-08-19,Espírito Santo,9114.95,Ensino Superior,3,Solteiro,Indústria
8517,63,1960-06-25,Santa Catarina,5404.04,Ensino Médio,4,Solteiro,Comércio
8518,34,1989-10-06,Alagoas,6946.06,Ensino Superior,1,Casado,Tecnologia
8519,91,1932-10-17,Paraná,22921.57,Ensino Superior,0,Casado,Saúde
8520,24,2000-02-09,Rio de Janeiro,4386.85,Ensino Fundamental,1,Solteiro,Indústria
8521,52,1971-08-05,Bahia,3519.7,Ensino Médio,1,Casado,Indústria
8522,43,1980-09-27,Rio de Janeiro,11840.05,Ensino Superior,1,Casado,Saúde
8523,50,1973-07-13,Tocantins,8031.09,Ensino Médio,1,Casado,Saúde
8524,25,1998-05-08,Mato Grosso,7998.03,Ensino Médio,2,Casado,Tecnologia
8525,59,1964-09-27,Paraná,11761.45,Ensino Médio,3,Divorciado,Tecnologia
8526,21,2002-10-19,Tocantins,5326.39,Ensino Superior,1,Casado,Indústria
8527,49,1974-04-28,Roraima,9129.9,Ensino Médio,0,Solteiro,Tecnologia
8528,26,1997-10-31,Pará,6492.97,Ensino Médio,0,Casado,Comércio
8529,25,1998-06-12,Pará,4901.08,Ensino Médio,2,Casado,Saúde
8531,48,1975-04-28,São Paulo,9263.32,Ensino Superior,0,Casado,Comércio
8532,37,1986-05-02,Mato Grosso do Sul,5189.9,Ensino Médio,0,Casado,Saúde
8533,33,1990-04-13,Minas Gerais,6819.45,Ensino Médio,3,Solteiro,Indústria
8534,56,1967-08-31,Rondônia,13591.52,Ensino Superior,1,Casado,Tecnologia
8535,56,1967-11-27,Amapá,9080.39,Ensino Superior,0,Divorciado,Comércio
8536,56,1967-12-04,Acre,9279.61,Ensino Médio,1,Casado,Saúde
8537,26,1997-09-14,Rio de Janeiro,5355.21,Ensino Médio,0,Divorciado,Tecnologia
8540,35,1989-02-15,Pará,4714.06,Ensino Médio,0,Solteiro,Saúde
8541,28,1996-03-13,Sergipe,7235.35,Ensino Médio,0,Solteiro,Saúde
8542,39,1984-05-25,Rondônia,8967.49,Ensino Médio,0,Casado,Indústria
8543,47,1976-06-16,Tocantins,3569.39,Ensino Fundamental,3,Divorciado,Educação
8544,20,2003-07-20,Mato Grosso,2400.45,Ensino Médio,1,Casado,Comércio
8545,39,1985-04-09,Rondônia,5504.9,Ensino Fundamental,0,Casado,Tecnologia
8546,34,1989-09-20,Distrito Federal,3451.84,Ensino Fundamental,1,Solteiro,Saúde
8547,36,1988-02-17,Amazonas,13753.04,Ensino Superior,0,Casado,Indústria
8548,56,1968-03-03,Goiás,7043.52,Ensino Fundamental,0,Solteiro,Comércio
8549,48,1975-04-21,Mato Grosso do Sul,7340.88,Ensino Médio,1,Casado,Indústria
8550,29,1994-05-21,Goiás,5015.83,Ensino Médio,0,Solteiro,Educação
8552,26,1997-05-14,Paraná,5437.92,Ensino Médio,3,Casado,Educação
8553,18,2005-09-14,Paraná,3445.76,Ensino Médio,2,Casado,Comércio
8554,45,1978-09-23,Rio Grande do Norte,9487.28,Ensino Médio,0,Divorciado,Saúde
8555,24,2000-01-25,Goiás,2700.92,Ensino Médio,0,Casado,Educação
8556,23,2000-11-21,Goiás,3905.44,Ensino Médio,1,Divorciado,Indústria
8557,60,1964-04-10,Mato Grosso,11912.74,Ensino Médio,0,Divorciado,Comércio
8558,27,1996-09-02,Distrito Federal,9881.74,Pós-graduação,0,Casado,Tecnologia
8559,77,1946-04-22,Rondônia,2980.56,Ensino Médio,1,Casado,Comércio
8560,62,1961-06-25,Paraná,2360.59,Ensino Fundamental,1,Casado,Educação
8562,40,1983-06-03,Tocantins,4385.09,Ensino Médio,0,Solteiro,Tecnologia
8563,48,1975-04-14,Sergipe,4521.56,Ensino Fundamental,0,Solteiro,Tecnologia
8564,44,1979-08-08,Tocantins,3208.28,Ensino Médio,0,Solteiro,Comércio
8565,21,2002-07-24,Tocantins,2508.71,Ensino Médio,3,Casado,Indústria
8566,65,1958-08-05,São Paulo,2871.72,Ensino Fundamental,0,Solteiro,Indústria
8567,22,2002-01-27,Pará,8703.78,Ensino Superior,0,Casado,Educação
8568,41,1983-01-22,Distrito Federal,9024.79,Ensino Superior,5,Casado,Comércio
8570,46,1977-12-07,Goiás,4259.91,Ensino Médio,1,Casado,Saúde
8571,49,1974-06-08,Mato Grosso do Sul,4962.5,Ensino Médio,3,Casado,Saúde
8572,52,1972-01-25,Acre,6747.91,Ensino Fundamental,0,Solteiro,Saúde
8573,21,2002-09-22,Alagoas,5537.46,Ensino Médio,1,Solteiro,Educação
8574,51,1972-11-09,Rio Grande do Sul,12735.89,Ensino Superior,1,Casado,Educação
8575,57,1967-01-30,Amazonas,2507.74,Ensino Fundamental,0,Divorciado,Saúde
8576,49,1975-02-25,Piauí,4863.9,Ensino Fundamental,3,Divorciado,Indústria
8577,73,1950-09-04,Amazonas,14111.9,Ensino Médio,0,Casado,Comércio
8578,59,1965-01-13,Acre,10143.78,Ensino Médio,0,Casado,Indústria
8579,45,1979-03-22,Paraíba,4458.94,Ensino Médio,2,Casado,Comércio
8580,59,1964-04-19,Rio Grande do Sul,9113.36,Ensino Superior,2,Solteiro,Educação
8581,63,1961-02-22,Mato Grosso do Sul,18222.22,Pós-graduação,2,Casado,Saúde
8582,42,1982-03-13,Rondônia,8586.61,Ensino Superior,3,Casado,Educação
8583,60,1964-03-30,Amapá,6949.52,Ensino Médio,0,Solteiro,Indústria
8585,56,1967-10-12,Ceará,10592.57,Ensino Médio,3,Casado,Educação
8586,24,1999-07-06,Ceará,1542.77,Ensino Fundamental,1,Casado,Educação
8588,24,1999-08-15,Espírito Santo,2508.21,Ensino Médio,0,Divorciado,Comércio
8589,39,1984-10-29,Minas Gerais,5886.13,Ensino Fundamental,0,Solteiro,Tecnologia
8590,21,2003-01-08,Rio Grande do Sul,4096.17,Ensino Médio,0,Divorciado,Indústria
8591,47,1977-01-02,Santa Catarina,4367.76,Ensino Médio,0,Casado,Indústria
8593,65,1958-11-25,Tocantins,10199.56,Ensino Médio,0,Casado,Indústria
8594,39,1984-07-22,Minas Gerais,2753.12,Ensino Médio,0,Divorciado,Educação
8595,34,1989-08-20,Tocantins,8388.22,Ensino Superior,3,Casado,Indústria
8596,60,1963-11-27,Acre,9530.33,Ensino Médio,1,Casado,Saúde
8597,56,1968-03-29,Rio Grande do Sul,13897.66,Ensino Médio,0,Solteiro,Indústria
8598,41,1983-02-22,Pernambuco,10953.54,Ensino Superior,1,Divorciado,Comércio
8599,30,1994-02-18,Amazonas,3403.42,Ensino Fundamental,0,Casado,Indústria
8600,48,1976-03-10,Bahia,7381.18,Ensino Médio,0,Solteiro,Saúde
8601,24,1999-08-12,Mato Grosso do Sul,7053.75,Pós-graduação,0,Casado,Educação
8602,18,2005-08-23,Mato Grosso,11507.74,Ensino Superior,2,Solteiro,Tecnologia
8603,34,1989-09-09,Acre,5974.2,Ensino Superior,0,Casado,Saúde
8604,41,1982-05-01,Rio Grande do Norte,4976.45,Ensino Superior,0,Casado,Indústria
8605,25,1998-06-24,Mato Grosso do Sul,7637.65,Ensino Médio,2,Casado,Tecnologia
8606,22,2002-01-13,Pernambuco,5954.06,Ensino Médio,0,Solteiro,Comércio
8607,20,2003-09-19,Pernambuco,3939.55,Ensino Médio,0,Casado,Tecnologia
8608,35,1989-02-15,São Paulo,6934.08,Ensino Médio,3,Casado,Indústria
8609,85,1938-04-24,Maranhão,3829.89,Ensino Fundamental,1,Solteiro,Tecnologia
8612,60,1963-12-12,Amapá,17877.1,Ensino Superior,3,Casado,Saúde
8613,29,1994-04-26,Mato Grosso,4568.56,Ensino Médio,0,Solteiro,Comércio
8614,50,1973-06-10,Mato Grosso do Sul,2044.41,Ensino Fundamental,1,Solteiro,Educação
8616,39,1984-11-14,Paraná,4733.42,Ensino Superior,1,Casado,Comércio
8617,33,1990-09-20,Pernambuco,3114.3,Ensino Fundamental,3,Casado,Indústria
8618,38,1985-07-26,Roraima,5013.62,Ensino Superior,3,Divorciado,Comércio
8619,20,2003-04-22,Sergipe,5499.84,Ensino Médio,0,Solteiro,Educação
8620,32,1992-01-20,Espírito Santo,4029.02,Ensino Médio,1,Solteiro,Comércio
8621,42,1981-10-23,Rio de Janeiro,9665.67,Ensino Superior,3,Casado,Comércio
8622,39,1984-06-23,Amazonas,8591.47,Ensino Superior,1,Solteiro,Indústria
8623,61,1962-08-23,Distrito Federal,4196.32,Ensino Fundamental,0,Viúvo,Educação
8624,53,1971-03-24,Pernambuco,12281.71,Ensino Superior,3,Casado,Educação
8625,90,1934-02-13,Mato Grosso do Sul,5194.31,Ensino Fundamental,0,Casado,Saúde
8626,55,1968-09-06,Rio Grande do Norte,5082.79,Ensino Médio,1,Casado,Comércio
8628,27,1996-06-15,Pará,5453.36,Ensino Médio,1,Casado,Saúde
8630,26,1997-04-15,Maranhão,4476.61,Ensino Médio,1,Solteiro,Educação
8632,40,1984-02-15,Bahia,5394.11,Ensino Médio,1,Solteiro,Indústria
8633,25,1998-09-19,Santa Catarina,3082.66,Ensino Médio,1,Casado,Saúde
8634,47,1976-07-06,Rio de Janeiro,15199.97,Pós-graduação,4,Casado,Indústria
8635,29,1994-10-14,Rio Grande do Sul,10409.82,Pós-graduação,0,Casado,Educação
8636,24,1999-05-22,Minas Gerais,7654.08,Ensino Superior,3,Divorciado,Saúde
8637,55,1968-09-28,Paraíba,8021.95,Ensino Superior,1,Solteiro,Comércio
8639,38,1986-02-13,Piauí,5454.26,Ensino Médio,1,Casado,Comércio
8640,53,1970-05-13,Bahia,5662.53,Ensino Médio,3,Casado,Tecnologia
8641,45,1978-05-07,Ceará,4848.39,Ensino Médio,0,Casado,Comércio
8643,26,1997-12-09,Santa Catarina,8472.76,Ensino Médio,3,Casado,Tecnologia
8644,18,2005-08-29,Rio Grande do Sul,6355.17,Ensino Médio,0,Casado,Saúde
8645,30,1994-02-12,Sergipe,3278.32,Ensino Médio,0,Casado,Comércio
8646,29,1994-04-26,Sergipe,3211.68,Ensino Fundamental,0,Solteiro,Educação
8647,35,1988-12-07,Santa Catarina,4112.87,Ensino Médio,0,Casado,Indústria
8648,22,2001-12-10,Pernambuco,8149.46,Ensino Superior,0,Casado,Educação
8649,35,1988-04-14,Amapá,8989.41,Ensino Superior,0,Divorciado,Tecnologia
8650,61,1962-07-28,Pernambuco,13119.2,Ensino Superior,0,Solteiro,Tecnologia
8652,61,1963-01-30,Paraná,10700.21,Ensino Médio,2,Casado,Comércio
8654,62,1961-04-27,Distrito Federal,7288.08,Ensino Superior,1,Casado,Comércio
8655,39,1984-06-04,Mato Grosso do Sul,3735.11,Ensino Superior,0,Casado,Educação
8656,25,1998-11-10,Santa Catarina,5294.57,Ensino Médio,0,Casado,Indústria
8657,65,1958-06-14,Paraná,7140.09,Ensino Fundamental,0,Casado,Indústria
8658,26,1997-12-05,Paraíba,3776.05,Ensino Médio,2,Casado,Comércio
8660,29,1994-10-11,Mato Grosso,4265.33,Ensino Médio,3,Casado,Tecnologia
8661,18,2005-12-01,Amapá,4432.78,Ensino Médio,0,Casado,Comércio
8662,36,1987-10-07,Paraíba,4408.35,Ensino Médio,0,Casado,Educação
8664,52,1971-12-29,Acre,6160.14,Ensino Médio,0,Casado,Comércio
8666,51,1972-05-08,Ceará,10084.1,Ensino Superior,1,Casado,Saúde
8667,30,1993-06-26,Rondônia,11897.98,Ensino Superior,3,Casado,Tecnologia
8669,40,1984-03-25,Paraná,8648.33,Ensino Médio,3,Solteiro,Tecnologia
8671,23,2000-05-03,Mato Grosso do Sul,10196.85,Ensino Superior,2,Casado,Indústria
8672,35,1988-11-25,Pará,4810.27,Ensino Médio,1,Casado,Saúde
8673,30,1993-05-29,Paraíba,5375.9,Ensino Médio,3,Solteiro,Indústria
8674,50,1974-03-03,Rio Grande do Norte,3008.9,Ensino Médio,0,Casado,Educação
8675,31,1992-10-24,Goiás,3089.71,Ensino Fundamental,0,Solteiro,Saúde
8676,29,1994-10-16,Roraima,4008.97,Ensino Médio,2,Solteiro,Tecnologia
8677,25,1998-06-09,Goiás,3213.13,Ensino Médio,0,Solteiro,Indústria
8679,59,1964-07-21,Amapá,5074.71,Ensino Fundamental,0,Casado,Comércio
8681,36,1987-09-05,Pará,6988.42,Ensino Médio,0,Casado,Indústria
8682,20,2003-04-13,Santa Catarina,7168.95,Ensino Médio,5,Solteiro,Saúde
8685,45,1979-01-10,Paraíba,6717.2,Ensino Fundamental,0,Casado,Indústria
8686,46,1977-09-07,Maranhão,5981.54,Ensino Fundamental,3,Casado,Saúde
